Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Average calibration accuracy (mm),Average calibration precision SD (mm),Average calibration precision RMS (mm),Average calibration accuracy (degrees),Average calibration precision SD (degrees),Average calibration precision RMS (degrees),Average calibration accuracy (pixels),Average calibration precision SD (pixels),Average calibration precision RMS (pixels),Average validation accuracy (mm),Average validation precision SD (mm),Average validation precision RMS (mm),Average validation accuracy (degrees),Average validation precision SD (degrees),Average validation precision RMS (degrees),Average validation accuracy (pixels),Average validation precision SD (pixels),Average validation precision RMS (pixels),Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Eye movement event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Ungrouped,Client area position X (DACSpx),Client area position Y (DACSpx),Viewport position X,Viewport position Y,Viewport width,Viewport height,Full page width,Full page height,Mouse position X,Mouse position Y,recording_time_sec,gaze_unix_time,recording_start_unix,time_shift_sec,trial_id,phase,trial_relative_time_sec,participant_id,condition,score,length,experiment_start_time,text_start_offset,text_end_offset,question_start_offset,question_end_offset,reading_time_sec,answer_time_sec,correct_answer,participant_answer,correct,understanding,confidence,screen_width,screen_height
45179623,563747731554,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415675947.0,,,908.0,411.0,896.0,393.0,919.0,429.0,0.02842,-0.11019,-0.9935,-0.05817,-0.09691,-0.99359,3.124,2.701,2.913,Valid,Valid,265.4,191.8,610.2,325.9,195.1,611.8,282.8,124.1,290.1,135.4,0.4727,0.3807,0.4667,0.3642,0.4787,0.3972,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,216.0,56.0,905.0,415.0,0.4716,0.3843,,,,,,,,,,,,45.179623,1781662164.645623,1781662119.466,0.0,1,reading,0.010921001434326172,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45196286,563747748217,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415692610.0,,,908.0,411.0,900.0,390.0,917.0,432.0,0.03037,-0.11148,-0.9933,-0.05917,-0.09517,-0.9937,3.122,2.707,2.915,Valid,Valid,265.3,191.7,610.4,325.9,195.0,612.0,284.0,123.2,289.4,136.3,0.4731,0.3807,0.4686,0.3614,0.4777,0.4,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,216.0,56.0,905.0,415.0,0.4716,0.3843,,,,,,,,,,,,45.196286,1781662164.662286,1781662119.466,0.0,1,reading,0.027584075927734375,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45212730,563747764661,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415709053.0,,,908.0,417.0,902.0,399.0,914.0,436.0,0.03164,-0.10711,-0.99374,-0.06067,-0.09307,-0.99381,3.13,2.715,2.923,Valid,Valid,265.3,191.6,610.5,325.9,194.9,612.1,284.7,125.8,288.5,137.6,0.473,0.3864,0.4699,0.3692,0.4761,0.4036,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,216.0,56.0,905.0,415.0,0.4716,0.3843,,,,,,,,,,,,45.21273,1781662164.67873,1781662119.466,0.0,1,reading,0.04402804374694824,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45229540,563747781471,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415725863.0,,,893.0,380.0,881.0,364.0,904.0,396.0,0.02075,-0.12423,-0.99204,-0.06544,-0.11294,-0.99144,3.142,2.733,2.937,Valid,Valid,265.3,191.4,610.7,325.8,194.7,612.3,278.0,114.9,285.3,124.9,0.4648,0.3518,0.4588,0.3372,0.4709,0.3665,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Saccade,50.0,72.0,,,,,,,,,,,,,,,,45.22954,1781662164.6955402,1781662119.466,0.0,1,reading,0.06083822250366211,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45246213,563747798144,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415742536.0,,,838.0,247.0,820.0,228.0,856.0,267.0,-0.01019,-0.19129,-0.98148,-0.08863,-0.17607,-0.98038,3.172,2.743,2.958,Valid,Valid,265.2,191.0,611.0,325.5,194.3,612.6,258.8,71.9,270.2,84.3,0.4365,0.2291,0.4272,0.211,0.4458,0.2472,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Saccade,50.0,72.0,,,,,,,,,,,,,,,,45.246213,1781662164.712213,1781662119.466,0.0,1,reading,0.07751107215881348,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45262696,563747814627,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415759019.0,,,823.0,208.0,811.0,189.0,835.0,226.0,-0.01466,-0.20979,-0.97764,-0.09878,-0.19546,-0.97572,3.194,2.76,2.977,Valid,Valid,265.1,190.8,611.1,325.5,194.1,612.7,256.0,59.7,263.4,71.3,0.4286,0.1922,0.4224,0.1751,0.4347,0.2093,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Saccade,50.0,72.0,,,,,,,,,,,,,,,,45.262696,1781662164.728696,1781662119.466,0.0,1,reading,0.093994140625,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45279456,563747831387,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415775778.0,,,820.0,197.0,806.0,175.0,835.0,220.0,-0.01709,-0.21645,-0.97615,-0.09847,-0.19841,-0.97516,3.21,2.777,2.99,Valid,Valid,265.0,190.8,611.2,325.4,194.0,612.8,254.3,55.3,263.6,69.3,0.4273,0.1828,0.4197,0.1621,0.435,0.2034,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,57.0,817.0,196.0,0.4256,0.1817,,,,,,,,,,,,45.279456,1781662164.745456,1781662119.466,0.0,1,reading,0.11075401306152344,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45296124,563747848055,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415792446.0,,,820.0,193.0,803.0,171.0,838.0,216.0,-0.01844,-0.21869,-0.97562,-0.09715,-0.20035,-0.9749,3.208,2.779,2.991,Valid,Valid,265.0,190.8,610.9,325.4,194.0,612.6,253.4,53.8,264.3,68.1,0.4272,0.1789,0.4182,0.1579,0.4362,0.1998,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,57.0,817.0,196.0,0.4256,0.1817,,,,,,,,,,,,45.296124,1781662164.762124,1781662119.466,0.0,1,reading,0.12742209434509277,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45312568,563747864499,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415808889.0,,,816.0,193.0,800.0,170.0,833.0,216.0,-0.02008,-0.21885,-0.97555,-0.09929,-0.20024,-0.9747,3.204,2.779,2.991,Valid,Valid,264.9,190.8,610.8,325.3,194.0,612.4,252.4,53.8,262.9,68.2,0.4252,0.1789,0.4165,0.1577,0.4339,0.2,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,57.0,817.0,196.0,0.4256,0.1817,,,,,,,,,,,,45.312568,1781662164.778568,1781662119.466,0.0,1,reading,0.14386606216430664,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45329373,563747881304,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415825694.0,,,812.0,196.0,799.0,170.0,825.0,221.0,-0.02015,-0.21891,-0.97554,-0.1031,-0.19777,-0.97481,3.202,2.778,2.99,Valid,Valid,264.8,190.8,610.8,325.2,194.0,612.4,252.2,53.7,260.5,69.7,0.423,0.1811,0.4162,0.1577,0.4299,0.2045,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,57.0,817.0,196.0,0.4256,0.1817,,,,,,,,,,,,45.329373,1781662164.795373,1781662119.466,0.0,1,reading,0.16067099571228027,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45346045,563747897976,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415842366.0,,,814.0,199.0,801.0,173.0,826.0,225.0,-0.01896,-0.21768,-0.97584,-0.10261,-0.19589,-0.97524,3.196,2.772,2.987,Valid,Valid,264.7,190.8,610.5,325.1,194.0,612.2,252.8,54.6,260.7,71.0,0.4237,0.1843,0.4172,0.1603,0.4302,0.2083,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,57.0,817.0,196.0,0.4256,0.1817,,,,,,,,,,,,45.346045,1781662164.812045,1781662119.466,0.0,1,reading,0.17734313011169434,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45362437,563747914368,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415858758.0,,,817.0,198.0,802.0,174.0,831.0,223.0,-0.01821,-0.21731,-0.97593,-0.10003,-0.1971,-0.97527,3.195,2.782,2.984,Valid,Valid,264.6,190.9,610.4,325.0,194.0,612.0,253.2,54.9,262.2,70.3,0.4253,0.1837,0.4178,0.1612,0.4327,0.2062,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,57.0,817.0,196.0,0.4256,0.1817,,,,,,,,,,,,45.362437,1781662164.828437,1781662119.466,0.0,1,reading,0.19373512268066406,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45379290,563747931221,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415875610.0,,,818.0,198.0,804.0,177.0,832.0,219.0,-0.01697,-0.21617,-0.97621,-0.09906,-0.19894,-0.97499,3.196,2.767,2.983,Valid,Valid,264.4,190.9,610.0,324.8,194.0,611.7,253.8,55.8,262.6,69.2,0.4261,0.1834,0.4188,0.1638,0.4334,0.203,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,57.0,817.0,196.0,0.4256,0.1817,,,,,,,,,,,,45.37929,1781662164.8452902,1781662119.466,0.0,1,reading,0.2105882167816162,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45395966,563747947897,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415892286.0,,,818.0,195.0,807.0,175.0,829.0,216.0,-0.01528,-0.21739,-0.97597,-0.10041,-0.2006,-0.97451,3.198,2.754,2.983,Valid,Valid,264.2,191.0,609.8,324.6,194.0,611.4,254.6,55.1,261.6,68.1,0.426,0.1808,0.4202,0.1617,0.4317,0.1999,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,57.0,817.0,196.0,0.4256,0.1817,,,,,,,,,,,,45.395966,1781662164.8619661,1781662119.466,0.0,1,reading,0.2272641658782959,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45412403,563747964334,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415908723.0,,,786.0,187.0,778.0,167.0,794.0,207.0,-0.02935,-0.22086,-0.97486,-0.11743,-0.20435,-0.97183,3.199,2.77,2.982,Valid,Valid,263.9,190.9,610.0,324.4,193.9,611.7,245.6,52.7,250.4,65.3,0.4093,0.173,0.4053,0.1545,0.4133,0.1914,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Saccade,33.0,73.0,,,,,,,,,,,,,,,,45.412403,1781662164.8784032,1781662119.466,0.0,1,reading,0.24370121955871582,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45429204,563747981135,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415925524.0,,,714.0,171.0,705.0,148.0,723.0,195.0,-0.06558,-0.22958,-0.97108,-0.15114,-0.20886,-0.9662,3.173,2.778,2.971,Valid,Valid,263.5,190.9,609.9,323.9,193.8,611.5,222.4,46.7,228.3,61.6,0.3718,0.1588,0.3669,0.1369,0.3767,0.1807,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Saccade,33.0,73.0,,,,,,,,,,,,,,,,45.429204,1781662164.895204,1781662119.466,0.0,1,reading,0.2605020999908447,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45445886,563747997817,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415942206.0,,,701.0,168.0,687.0,142.0,716.0,194.0,-0.07425,-0.23278,-0.96969,-0.15423,-0.20927,-0.96562,3.168,2.767,2.969,Valid,Valid,263.3,191.0,609.3,323.7,193.8,610.9,216.7,44.7,226.1,61.4,0.3653,0.1556,0.3576,0.1311,0.3731,0.18,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,58.0,702.0,166.0,0.3657,0.154,,,,,,,,,,,,45.445886,1781662164.911886,1781662119.466,0.0,1,reading,0.27718400955200195,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45462274,563748014205,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415958593.0,,,703.0,166.0,688.0,140.0,718.0,192.0,-0.07341,-0.23337,-0.96961,-0.15344,-0.20995,-0.9656,3.162,2.769,2.964,Valid,Valid,263.2,190.8,609.4,323.6,193.6,611.0,217.0,44.2,226.5,60.7,0.366,0.1539,0.3582,0.1296,0.3737,0.1782,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,58.0,702.0,166.0,0.3657,0.154,,,,,,,,,,,,45.462274,1781662164.9282742,1781662119.466,0.0,1,reading,0.29357218742370605,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45479121,563748031052,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415975440.0,,,703.0,171.0,686.0,140.0,720.0,202.0,-0.07379,-0.2332,-0.96962,-0.15226,-0.20528,-0.96679,3.156,2.756,2.956,Valid,Valid,263.0,190.7,609.3,323.4,193.4,610.9,216.6,44.2,227.2,63.7,0.3662,0.1582,0.3575,0.1296,0.3749,0.1868,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,58.0,702.0,166.0,0.3657,0.154,,,,,,,,,,,,45.479121,1781662164.945121,1781662119.466,0.0,1,reading,0.31041908264160156,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45495807,563748047738,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312415992126.0,,,703.0,173.0,688.0,145.0,717.0,201.0,-0.07257,-0.23043,-0.97038,-0.15358,-0.20532,-0.96657,3.137,2.753,2.945,Valid,Valid,262.9,190.5,609.3,323.3,193.1,610.9,217.3,45.8,226.2,63.4,0.366,0.1602,0.3586,0.1344,0.3734,0.1859,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,58.0,702.0,166.0,0.3657,0.154,,,,,,,,,,,,45.495807,1781662164.961807,1781662119.466,0.0,1,reading,0.3271050453186035,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45512241,563748064172,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312416008559.0,,,698.0,167.0,684.0,143.0,712.0,191.0,-0.07468,-0.23087,-0.97011,-0.15545,-0.20964,-0.96534,3.131,2.746,2.94,Valid,Valid,262.8,190.3,609.5,323.3,192.9,611.1,215.8,45.3,224.8,60.2,0.3636,0.1547,0.3562,0.1329,0.3711,0.1766,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,58.0,702.0,166.0,0.3657,0.154,,,,,,,,,,,,45.512241,1781662164.978241,1781662119.466,0.0,1,reading,0.3435389995574951,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45529037,563748080968,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312416025355.0,,,701.0,161.0,687.0,136.0,715.0,187.0,-0.07289,-0.23395,-0.96951,-0.15375,-0.21094,-0.96533,3.135,2.736,2.937,Valid,Valid,262.6,190.0,609.8,323.2,192.6,611.4,216.8,42.9,225.8,59.0,0.3652,0.1494,0.3577,0.1258,0.3726,0.173,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,58.0,702.0,166.0,0.3657,0.154,,,,,,,,,,,,45.529037,1781662164.995037,1781662119.466,0.0,1,reading,0.360335111618042,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45545723,563748097654,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312416042041.0,,,703.0,162.0,686.0,138.0,720.0,186.0,-0.07332,-0.23252,-0.96983,-0.15144,-0.21064,-0.96576,3.119,2.742,2.929,Valid,Valid,262.5,189.7,610.1,323.1,192.3,611.6,216.4,43.4,227.2,58.9,0.366,0.15,0.357,0.1274,0.3749,0.1727,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,58.0,702.0,166.0,0.3657,0.154,,,,,,,,,,,,45.545723,1781662165.011723,1781662119.466,0.0,1,reading,0.37702107429504395,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45562208,563748114139,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312416058525.0,,,702.0,166.0,687.0,138.0,717.0,195.0,-0.07222,-0.23211,-0.97,-0.15277,-0.20616,-0.96652,3.113,2.739,2.927,Valid,Valid,262.4,189.5,610.1,323.1,192.0,611.7,217.0,43.5,226.4,61.5,0.3658,0.1541,0.358,0.1276,0.3736,0.1806,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Fixation,133.0,58.0,702.0,166.0,0.3657,0.154,,,,,,,,,,,,45.562208,1781662165.028208,1781662119.466,0.0,1,reading,0.3935060501098633,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
45578954,563748130885,Eye Tracker,shitagaki,2026/06/17,Participant1,Recording1,2026/06/17,2026/06/17,11:08:39.466,02:08:39.466,450343,Timeline1,Tobii I-VT (Fixation),24.21.435,1080,1920,10,13.7,,,1.07,,,43,,,7.5,1.7,1.3,0.67,0.15,0.11,24,5,4,312416075271.0,,,676.0,161.0,667.0,130.0,685.0,191.0,-0.08202,-0.23536,-0.96844,-0.16812,-0.20693,-0.9638,3.117,2.732,2.922,Valid,Valid,262.3,189.2,610.2,323.0,191.7,611.8,210.6,41.0,216.2,60.4,0.3522,0.1487,0.3475,0.1201,0.3569,0.1772,Screen Recording,Screen Recording Recording1.mp4,1920.0,1080.0,0.0,0.0,1920.0,1080.0,Saccade,17.0,74.0,,,,,,,,,,,,,,,,45.578954,1781662165.044954,1781662119.466,0.0,1,reading,0.41025209426879883,P001,easy,4.93,577,1781662164.6322682,0.002,38.871,38.875,54.415,38.869,15.54,D,D,1,5,5,1920,1080
